"","postcode","suburb","Year","OffenceDivision","OffenceSubdivision","OffenceSubgroup","IncidentsRecorded","lat","lon"
"52293",3088,"BRIAR HILL",2014,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.709483,145.120135
"52315",3088,"BRIAR HILL",2015,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",145,-37.709483,145.120135
"52317",3088,"BRIAR HILL",2010,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.709483,145.120135
"52341",3088,"BRIAR HILL",2013,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-37.709483,145.120135
"52361",3088,"BRIAR HILL",2013,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1,-37.709483,145.120135
"52365",3088,"BRIAR HILL",2012,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",145,-37.709483,145.120135
"52385",3088,"GREENSBOROUGH",2013,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",380,-37.704622,145.103024
"52397",3088,"GREENSBOROUGH",2012,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1,-37.704622,145.103024
"52422",3088,"GREENSBOROUGH",2011,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.704622,145.103024
"52440",3088,"GREENSBOROUGH",2011,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-37.704622,145.103024
"52443",3088,"GREENSBOROUGH",2011,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",270,-37.704622,145.103024
"52448",3088,"GREENSBOROUGH",2011,"C Drug offences","C30 Drug use and possession","C32 Drug possession",112,-37.704622,145.103024
"52481",3088,"GREENSBOROUGH",2013,"C Drug offences","C30 Drug use and possession","C31 Drug use",270,-37.704622,145.103024
"52502",3088,"GREENSBOROUGH",2017,"C Drug offences","C30 Drug use and possession","C31 Drug use",270,-37.704622,145.103024
"52514",3088,"GREENSBOROUGH",2017,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1,-37.704622,145.103024
"52531",3088,"GREENSBOROUGH",2016,"C Drug offences","C30 Drug use and possession","C32 Drug possession",204,-37.704622,145.103024
"52536",3088,"GREENSBOROUGH",2013,"C Drug offences","C30 Drug use and possession","C32 Drug possession",171,-37.704622,145.103024
"52545",3088,"GREENSBOROUGH",2010,"C Drug offences","C30 Drug use and possession","C32 Drug possession",123,-37.704622,145.103024
"52547",3088,"GREENSBOROUGH",2012,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-37.704622,145.103024
"52581",3088,"GREENSBOROUGH",2017,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",478,-37.704622,145.103024
"52587",3088,"GREENSBOROUGH",2016,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",549,-37.704622,145.103024
"52614",3088,"GREENSBOROUGH",2016,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1,-37.704622,145.103024
"52619",3088,"GREENSBOROUGH",2012,"C Drug offences","C30 Drug use and possession","C32 Drug possession",226,-37.704622,145.103024
"52620",3088,"GREENSBOROUGH",2015,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.704622,145.103024
"52628",3088,"GREENSBOROUGH",2017,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.704622,145.103024
"52639",3088,"GREENSBOROUGH",2009,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1,-37.704622,145.103024
"52641",3088,"GREENSBOROUGH",2012,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",549,-37.704622,145.103024
"52649",3088,"GREENSBOROUGH",2009,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-37.704622,145.103024
"52650",3088,"GREENSBOROUGH",2008,"C Drug offences","C30 Drug use and possession","C32 Drug possession",112,-37.704622,145.103024
"52660",3088,"GREENSBOROUGH",2017,"C Drug offences","C30 Drug use and possession","C32 Drug possession",204,-37.704622,145.103024
"52661",3088,"GREENSBOROUGH",2009,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",658,-37.704622,145.103024
"52677",3088,"GREENSBOROUGH",2008,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",145,-37.704622,145.103024
"52679",3088,"GREENSBOROUGH",2014,"C Drug offences","C30 Drug use and possession","C32 Drug possession",215,-37.704622,145.103024
"52682",3088,"GREENSBOROUGH",2010,"C Drug offences","C30 Drug use and possession","C31 Drug use",145,-37.704622,145.103024
"52690",3088,"GREENSBOROUGH",2009,"C Drug offences","C30 Drug use and possession","C32 Drug possession",57,-37.704622,145.103024
"52714",3088,"GREENSBOROUGH",2014,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.704622,145.103024
"52723",3088,"GREENSBOROUGH",2010,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1,-37.704622,145.103024
"52736",3088,"GREENSBOROUGH",2015,"C Drug offences","C30 Drug use and possession","C32 Drug possession",171,-37.704622,145.103024
"52763",3088,"GREENSBOROUGH",2012,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.704622,145.103024
"52764",3088,"GREENSBOROUGH",2015,"C Drug offences","C30 Drug use and possession","C31 Drug use",145,-37.704622,145.103024
"52783",3088,"GREENSBOROUGH",2014,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",380,-37.704622,145.103024
"52790",3088,"GREENSBOROUGH",2015,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",478,-37.704622,145.103024
"52806",3088,"GREENSBOROUGH",2008,"C Drug offences","C30 Drug use and possession","C31 Drug use",270,-37.704622,145.103024
"52834",3088,"GREENSBOROUGH",2008,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",380,-37.704622,145.103024
"52848",3088,"GREENSBOROUGH",2010,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",145,-37.704622,145.103024
"52849",3088,"GREENSBOROUGH",2010,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",478,-37.704622,145.103024
"52879",3089,"DIAMOND CREEK",2012,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",380,-37.642629,145.217595
"52888",3089,"DIAMOND CREEK",2012,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-37.642629,145.217595
"52927",3089,"DIAMOND CREEK",2012,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",380,-37.642629,145.217595
"52931",3089,"DIAMOND CREEK",2008,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.642629,145.217595
"52945",3089,"DIAMOND CREEK",2012,"C Drug offences","C30 Drug use and possession","C32 Drug possession",112,-37.642629,145.217595
"52951",3089,"DIAMOND CREEK",2017,"C Drug offences","C30 Drug use and possession","C32 Drug possession",123,-37.642629,145.217595
"52952",3089,"DIAMOND CREEK",2017,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",145,-37.642629,145.217595
"52960",3089,"DIAMOND CREEK",2011,"C Drug offences","C30 Drug use and possession","C32 Drug possession",549,-37.642629,145.217595
"52964",3089,"DIAMOND CREEK",2011,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1,-37.642629,145.217595
"52971",3089,"DIAMOND CREEK",2008,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",380,-37.642629,145.217595
"52980",3089,"DIAMOND CREEK",2013,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-37.642629,145.217595
"53044",3089,"DIAMOND CREEK",2014,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.642629,145.217595
"53047",3089,"DIAMOND CREEK",2013,"C Drug offences","C30 Drug use and possession","C32 Drug possession",658,-37.642629,145.217595
"53052",3089,"DIAMOND CREEK",2013,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",270,-37.642629,145.217595
"53059",3089,"DIAMOND CREEK",2009,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-37.642629,145.217595
"53061",3089,"DIAMOND CREEK",2016,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.642629,145.217595
"53072",3089,"DIAMOND CREEK",2014,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-37.642629,145.217595
"53077",3089,"DIAMOND CREEK",2009,"C Drug offences","C30 Drug use and possession","C32 Drug possession",270,-37.642629,145.217595
"53095",3089,"DIAMOND CREEK",2015,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",145,-37.642629,145.217595
"53096",3089,"DIAMOND CREEK",2015,"C Drug offences","C30 Drug use and possession","C32 Drug possession",101,-37.642629,145.217595
"53101",3089,"DIAMOND CREEK",2014,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-37.642629,145.217595
"53108",3089,"DIAMOND CREEK",2014,"C Drug offences","C30 Drug use and possession","C32 Drug possession",478,-37.642629,145.217595
"53121",3089,"DIAMOND CREEK",2016,"C Drug offences","C30 Drug use and possession","C32 Drug possession",68,-37.642629,145.217595
"53134",3089,"DIAMOND CREEK",2011,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-37.642629,145.217595
"53136",3089,"DIAMOND CREEK",2014,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1,-37.642629,145.217595
"53143",3089,"DIAMOND CREEK",2010,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",270,-37.642629,145.217595
"53153",3089,"DIAMOND CREEK",2016,"C Drug offences","C30 Drug use and possession","C31 Drug use",145,-37.642629,145.217595
"53206",3089,"DIAMOND CREEK",2008,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-37.642629,145.217595
"53212",3089,"DIAMOND CREEK",2010,"C Drug offences","C30 Drug use and possession","C32 Drug possession",57,-37.642629,145.217595
